localid,Language,collection,label,description ,definition,status
157,en,morfo_st,157,high hills and low mountain with high gradient and steep with flow traces from glacial events and karst phenomena,high hills and low mountain with high gradient and steep with flow traces from glacial events and karst phenomena,https://inspire.ec.europa.eu/registry/status/valid
158,en,morfo_st,158,low and high mountain with high gradient and steep with prominent flow traces from glacial events and angular drainage pattern,low and high mountain with high gradient and steep with prominent flow traces from glacial events and angular drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
159,en,morfo_st,159,valley floor with alluvial fans and nappe talus with low and medium gradient and medium elevation,valley floor with alluvial fans and nappe talus with low and medium gradient and medium elevation,https://inspire.ec.europa.eu/registry/status/valid
16,en,morfo_st,16,karstic hills and upland plains with doline drainage pattern,karstic hills and upland plains with doline drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
160,en,morfo_st,160,"high hill and low montain with aggraded landforms (terraces, alluvial fans) with high gradient and parallel drainage pattern","high hill and low montain with aggraded landforms (terraces, alluvial fans) with high gradient and parallel drainage pattern",https://inspire.ec.europa.eu/registry/status/valid
161,en,morfo_st,161,"high mountain with high gradient and steep with angular drainage pattern, with prominent flow traces from glacial events and karst phenomena","high mountain with high gradient and steep with angular drainage pattern, with prominent flow traces from glacial events and karst phenomena",https://inspire.ec.europa.eu/registry/status/valid
162,en,morfo_st,162,low and high mountain with high gradient and steep with flow traces from glacial events and subparallel drainage pattern,low and high mountain with high gradient and steep with flow traces from glacial events and subparallel drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
163,en,morfo_st,163,medium and high hills with medium and high gradient with subparallel drainage pattern,medium and high hills with medium and high gradient with subparallel drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
164,en,morfo_st,164,relief and upland plains di bassa and alta montagna da media with high gradient with subparallel to angular drainage pattern,relief and upland plains di bassa and alta montagna da media with high gradient with subparallel to angular drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
165,en,morfo_st,165,low and high mountain with high gradient with subdentritic to subparallel drainage pattern,low and high mountain with high gradient with subdentritic to subparallel drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
166,en,morfo_st,166,low and high mountain with high gradient and steep with flow traces from glacial events and subdentritic drainage pattern,low and high mountain with high gradient and steep with flow traces from glacial events and subdentritic drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
167,en,morfo_st,167,partially dissected flood plane on the floodplain with braided channel and meandering drainage pattern,partially dissected flood plane on the floodplain with braided channel and meandering drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
168,en,morfo_st,168,high gradients low mountains and high hills,high gradients low mountains and high hills,https://inspire.ec.europa.eu/registry/status/valid
169,en,morfo_st,169,medium upland plains with subparallel drainage pattern,medium upland plains with subparallel drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
17,en,morfo_st,17,karstic hills and treads with low and medium gradient with doline drainage pattern,karstic hills and treads with low and medium gradient with doline drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
170,en,morfo_st,170,structural terrace,structural terrace,https://inspire.ec.europa.eu/registry/status/valid
171,en,morfo_st,171,marine terrace,marine terrace,https://inspire.ec.europa.eu/registry/status/valid
172,en,morfo_st,172,upland plains of low mountain with low and medium gradient with karstic landforms and contorted drainage pattern,upland plains of low mountain with low and medium gradient with karstic landforms and contorted drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
173,en,morfo_st,173,karstic medium and high hills with low and medium gradient,karstic medium and high hills with low and medium gradient,https://inspire.ec.europa.eu/registry/status/valid
174,en,morfo_st,174,high level hills and low mountain with medium and high gradient karstic with doline drainage pattern,high level hills and low mountain with medium and high gradient karstic with doline drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
175,en,morfo_st,175,alluvial fans and nappe talus with medium gradient and medium elevation,alluvial fans and nappe talus with medium gradient and medium elevation,https://inspire.ec.europa.eu/registry/status/valid
176,en,morfo_st,176,coastal plane with dunal bars,coastal plane with dunal bars,https://inspire.ec.europa.eu/registry/status/valid
177,en,morfo_st,177,low mountain with medium gradient with dentritic drainage pattern,low mountain with medium gradient with dentritic drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
178,en,morfo_st,178,flood plane,flood plane,https://inspire.ec.europa.eu/registry/status/valid
179,en,morfo_st,179,low mountain with medium and high gradient with subparallel to angular drainage pattern,low mountain with medium and high gradient with subparallel to angular drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
18,en,morfo_st,18,complex filling basins (karst and alluvium-colluvium),complex filling basins (karst and alluvium-colluvium),https://inspire.ec.europa.eu/registry/status/valid
180,en,morfo_st,180,high hills with medium gradient with deranged drainage pattern,high hills with medium gradient with deranged drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
181,en,morfo_st,181,high level hills with medium and high gradient with subparallel drainage pattern,high level hills with medium and high gradient with subparallel drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
182,en,morfo_st,182,low hill with low and medium gradient with dentritic drainage pattern,low hill with low and medium gradient with dentritic drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
183,en,morfo_st,183,low hill with medium and high gradient with subparallel to angular drainage pattern,low hill with medium and high gradient with subparallel to angular drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
184,en,morfo_st,184,low hill with medium gradient with subdentritic to subparallel drainage pattern,low hill with medium gradient with subdentritic to subparallel drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
185,en,morfo_st,185,medium hills with medium gradient with subparallel drainage pattern,medium hills with medium gradient with subparallel drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
186,en,morfo_st,186,high level hills with high gradient with subparallel drainage pattern,high level hills with high gradient with subparallel drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
187,en,morfo_st,187,structural depression in mountain converging slopes,structural depression in mountain converging slopes,https://inspire.ec.europa.eu/registry/status/valid
188,en,morfo_st,188,low mountain with high gradient with subparallel to angular drainage pattern,low mountain with high gradient with subparallel to angular drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
189,en,morfo_st,189,valley floor,valley floor,https://inspire.ec.europa.eu/registry/status/valid
19,en,morfo_st,19,"complex filling basins (karst, alluvial lacustrine and alluvium-colluvium)","complex filling basins (karst, alluvial lacustrine and alluvium-colluvium)",https://inspire.ec.europa.eu/registry/status/valid
190,en,morfo_st,190,delta apparatus and marine deposits landforms with hanging stream beds with linear to meandering drainage pattern,delta apparatus and marine deposits landforms with hanging stream beds with linear to meandering drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
191,en,morfo_st,191,slightly convex alluvial fans with braided channel and meandering drainage pattern,slightly convex alluvial fans with braided channel and meandering drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
192,en,morfo_st,192,high mountain with high gradient and steep with karstic landforms,high mountain with high gradient and steep with karstic landforms,https://inspire.ec.europa.eu/registry/status/valid
193,en,morfo_st,193,medium and high hills with karstic landforms with medium and high gradient with contorted drainage pattern,medium and high hills with karstic landforms with medium and high gradient with contorted drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
194,en,morfo_st,194,treads and karstic plateau of medium elevation and riser with upland plains of low mountain,treads and karstic plateau of medium elevation and riser with upland plains of low mountain,https://inspire.ec.europa.eu/registry/status/valid
195,en,morfo_st,195,low and high mountain with high gradient with flow traces from glacial events and angular to subparallel drainage pattern,low and high mountain with high gradient with flow traces from glacial events and angular to subparallel drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
196,en,morfo_st,196,high mountain with high gradient and steep with subparallel drainage pattern,high mountain with high gradient and steep with subparallel drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
197,en,morfo_st,197,high mountain with high gradient and steep with flow traces from glacial events and angular drainage pattern,high mountain with high gradient and steep with flow traces from glacial events and angular drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
198,en,morfo_st,198,low and high mountain with high gradient and steep with slightly developed angular drainage pattern,low and high mountain with high gradient and steep with slightly developed angular drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
199,en,morfo_st,199,low and high mountain with high gradient with karstic landforms and subparallel drainage pattern,low and high mountain with high gradient with karstic landforms and subparallel drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
2,en,morfo_st,2,upland plains and low mountain with low gradient with subdendritic drainage pattern,upland plains and low mountain with low gradient with subdendritic drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
20,en,morfo_st,20,"complex filled intermontane basin (karst, alluvial lacustrine and alluvium-colluvium)","complex filled intermontane basin (karst, alluvial lacustrine and alluvium-colluvium)",https://inspire.ec.europa.eu/registry/status/valid
200,en,morfo_st,200,"fluvio-glacial plane with alluvial funs, nappe talus and landslide deposits","fluvio-glacial plane with alluvial funs, nappe talus and landslide deposits",https://inspire.ec.europa.eu/registry/status/valid
201,en,morfo_st,201,medium and high hills with medium gradient with subparallel drainage pattern,medium and high hills with medium gradient with subparallel drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
202,en,morfo_st,202,upland plain in high elevation with subparallel drainage pattern,upland plain in high elevation with subparallel drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
203,en,morfo_st,203,filled basins (alluvium-colluvium),filled basins (alluvium-colluvium),https://inspire.ec.europa.eu/registry/status/valid
204,en,morfo_st,204,alluvial funs and nappe talus with low gradient and low elevation,alluvial funs and nappe talus with low gradient and low elevation,https://inspire.ec.europa.eu/registry/status/valid
205,en,morfo_st,205,flat surfaces with low gradient with subparallel drainage pattern,flat surfaces with low gradient with subparallel drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
206,en,morfo_st,206,structural surface of volcanic apparatus with convex summit and elongated ridge with dentritic drainage pattern and canyons,structural surface of volcanic apparatus with convex summit and elongated ridge with dentritic drainage pattern and canyons,https://inspire.ec.europa.eu/registry/status/valid
207,en,morfo_st,207,"caldera and volcanic slopes with low and medium gradient, with centrifugal and centripetal drainage pattern","caldera and volcanic slopes with low and medium gradient, with centrifugal and centripetal drainage pattern",https://inspire.ec.europa.eu/registry/status/valid
208,en,morfo_st,208,slopes of volcanic apparatus and caldere with medium to high gradient with centrifugal and centripetal drainage pattern,slopes of volcanic apparatus and caldere with medium to high gradient with centrifugal and centripetal drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
209,en,morfo_st,209,slope with medium gradient of coalescent volcanic calderas,slope with medium gradient of coalescent volcanic calderas,https://inspire.ec.europa.eu/registry/status/valid
21,en,morfo_st,21,"flood plane with alluvial funs, nappe talus and landslide deposits","flood plane with alluvial funs, nappe talus and landslide deposits",https://inspire.ec.europa.eu/registry/status/valid
210,en,morfo_st,210,irregolar slopes a media and with high gradient islands,irregolar slopes a media and with high gradient islands,https://inspire.ec.europa.eu/registry/status/valid
211,en,morfo_st,211,flat area and coastal lagoonal depressed,flat area and coastal lagoonal depressed,https://inspire.ec.europa.eu/registry/status/valid
212,en,morfo_st,212,terraces and treads di bassa quota with low gradient with subparallel drainage pattern,terraces and treads di bassa quota with low gradient with subparallel drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
213,en,morfo_st,213,low and medium coastal hills with low gradient and subparallel drainage pattern,low and medium coastal hills with low gradient and subparallel drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
214,en,morfo_st,214,low and medium hills with medium gradient with dentritic drainage pattern,low and medium hills with medium gradient with dentritic drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
215,en,morfo_st,215,low and medium hills with medium and high gradient with drainage pattern angolare,low and medium hills with medium and high gradient with drainage pattern angolare,https://inspire.ec.europa.eu/registry/status/valid
216,en,morfo_st,216,low mountain with high gradient and steep with drainage pattern da subdentritic ad angular,low mountain with high gradient and steep with drainage pattern da subdentritic ad angular,https://inspire.ec.europa.eu/registry/status/valid
217,en,morfo_st,217,high level hills and low mountain with medium and high gradient with drainage pattern da angular a contorted,high level hills and low mountain with medium and high gradient with drainage pattern da angular a contorted,https://inspire.ec.europa.eu/registry/status/valid
218,en,morfo_st,218,low mountain with high gradient with flow traces from glacial events and contorted drainage pattern,low mountain with high gradient with flow traces from glacial events and contorted drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
219,en,morfo_st,219,"complex filling basins (karst, alluvial lacustrine and alluvium-colluvium) with artificial drainage pattern","complex filling basins (karst, alluvial lacustrine and alluvium-colluvium) with artificial drainage pattern",https://inspire.ec.europa.eu/registry/status/valid
22,en,morfo_st,22,isolated volcanic apparatus with medium and high gradient,isolated volcanic apparatus with medium and high gradient,https://inspire.ec.europa.eu/registry/status/valid
220,en,morfo_st,220,medium and high hills with medium gradient and low mountain with medium gradient with dentritic drainage pattern,medium and high hills with medium gradient and low mountain with medium gradient with dentritic drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
221,en,morfo_st,221,low mountain with high gradient with deranged drainage pattern,low mountain with high gradient with deranged drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
222,en,morfo_st,222,"low and high mountain with medium and high gradient, with subparallel drainage pattern and angular","low and high mountain with medium and high gradient, with subparallel drainage pattern and angular",https://inspire.ec.europa.eu/registry/status/valid
223,en,morfo_st,223,high mountain with high gradient with flow traces from glacial events and subparallel to angular drainage pattern,high mountain with high gradient with flow traces from glacial events and subparallel to angular drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
224,en,morfo_st,224,low and medium hills with medium gradient,low and medium hills with medium gradient,https://inspire.ec.europa.eu/registry/status/valid
225,en,morfo_st,225,treads and slopes with low and medium gradient with weakly developed or absent drainage pattern,treads and slopes with low and medium gradient with weakly developed or absent drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
226,en,morfo_st,226,steep slopes of low mountain with subparallel or with deranged drainage pattern,steep slopes of low mountain with subparallel or with deranged drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
227,en,morfo_st,227,medium and high hills with medium and high gradient with subdentritic drainage pattern,medium and high hills with medium and high gradient with subdentritic drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
228,en,morfo_st,228,"coastal low hill, with low  to medium gradient with subparallel drainage pattern","coastal low hill, with low  to medium gradient with subparallel drainage pattern",https://inspire.ec.europa.eu/registry/status/valid
229,en,morfo_st,229,coastal low hill with medium to high gradient with subparallel to subdentritic drainage pattern,coastal low hill with medium to high gradient with subparallel to subdentritic drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
23,en,morfo_st,23,valley floor with meandering drainage pattern,valley floor with meandering drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
230,en,morfo_st,230,"low and medium coastal relief, a pendenza da bassa a media with subparallel drainage pattern","low and medium coastal relief, a pendenza da bassa a media with subparallel drainage pattern",https://inspire.ec.europa.eu/registry/status/valid
231,en,morfo_st,231,"low and medium coastal relief, with medium to high gradient with subparallel drainage pattern","low and medium coastal relief, with medium to high gradient with subparallel drainage pattern",https://inspire.ec.europa.eu/registry/status/valid
232,en,morfo_st,232,"high and medium coastal relief, with medium to high gradient with subparallel to subdentritic drainage pattern","high and medium coastal relief, with medium to high gradient with subparallel to subdentritic drainage pattern",https://inspire.ec.europa.eu/registry/status/valid
233,en,morfo_st,233,"low and medium coastal relief, coastal relief with medium to high gradient with drainage pattern subradiale","low and medium coastal relief, coastal relief with medium to high gradient with drainage pattern subradiale",https://inspire.ec.europa.eu/registry/status/valid
234,en,morfo_st,234,low and medium coastal relief with medium and high gradient with subparallel drainage pattern that connected karstic plateau with doline drainage pattern,low and medium coastal relief with medium and high gradient with subparallel drainage pattern that connected karstic plateau with doline drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
235,en,morfo_st,235,"low and medium coastal relief, with medium to high gradient, with superfici di spianamento marino (terraces marini) to subparallel drainage pattern","low and medium coastal relief, with medium to high gradient, with superfici di spianamento marino (terraces marini) to subparallel drainage pattern",https://inspire.ec.europa.eu/registry/status/valid
236,en,morfo_st,236,"low, medium and high coastal hills with high tor steep gradient (falesie) with subparallel drainage pattern","low, medium and high coastal hills with high tor steep gradient (falesie) with subparallel drainage pattern",https://inspire.ec.europa.eu/registry/status/valid
237,en,morfo_st,237,"low, medium and high coastal hills with medium and high gradient, with subparallel to subdentritic drainage pattern","low, medium and high coastal hills with medium and high gradient, with subparallel to subdentritic drainage pattern",https://inspire.ec.europa.eu/registry/status/valid
238,en,morfo_st,238,medium and high hills with low and medium gradient with subparallel to subdentritic drainage pattern,medium and high hills with low and medium gradient with subparallel to subdentritic drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
239,en,morfo_st,239,"low mountain with medium to high gradient with treads structural e/o morfologici with low gradient, subdentritic drainage pattern","low mountain with medium to high gradient with treads structural e/o morfologici with low gradient, subdentritic drainage pattern",https://inspire.ec.europa.eu/registry/status/valid
